1.237999999999999989e+00;1.238590000000000080e+00;1.236779999999999990e+00;1.237900000000000000e+00;1.240380000000000038e+00
1.237919999999999909e+00;1.240660000000000096e+00;1.237509999999999888e+00;1.240380000000000038e+00;1.242900000000000116e+00
1.240390000000000104e+00;1.244080000000000075e+00;1.235710000000000086e+00;1.242900000000000116e+00;1.244869999999999921e+00
1.242879999999999985e+00;1.246830000000000105e+00;1.241049999999999986e+00;1.244869999999999921e+00;1.245349999999999957e+00
1.244950000000000001e+00;1.246180000000000065e+00;1.242750000000000021e+00;1.245349999999999957e+00;1.247549999999999937e+00
1.246369999999999978e+00;1.248879999999999990e+00;1.245279999999999943e+00;1.247549999999999937e+00;1.247319999999999984e+00
1.247570000000000068e+00;1.248750000000000027e+00;1.247200000000000086e+00;1.247319999999999984e+00;1.250650000000000039e+00
1.247330000000000050e+00;1.250900000000000123e+00;1.246469999999999967e+00;1.250650000000000039e+00;1.244120000000000115e+00
1.250669999999999948e+00;1.250769999999999937e+00;1.243999999999999995e+00;1.244120000000000115e+00;1.243409999999999904e+00
1.244129999999999958e+00;1.244720000000000049e+00;1.241849999999999898e+00;1.243409999999999904e+00;1.242350000000000065e+00
1.243419999999999970e+00;1.243579999999999908e+00;1.241800000000000015e+00;1.242350000000000065e+00;1.243810000000000082e+00
1.242340000000000000e+00;1.244019999999999904e+00;1.241910000000000069e+00;1.243810000000000082e+00;1.241870000000000029e+00
1.243819999999999926e+00;1.244050000000000100e+00;1.241439999999999877e+00;1.241870000000000029e+00;1.240820000000000034e+00
1.241889999999999938e+00;1.242429999999999923e+00;1.239389999999999992e+00;1.240820000000000034e+00;1.242310000000000025e+00
1.240809999999999969e+00;1.243740000000000068e+00;1.240660000000000096e+00;1.242310000000000025e+00;1.248369999999999980e+00
1.242259999999999920e+00;1.249419999999999975e+00;1.241200000000000081e+00;1.248369999999999980e+00;1.247279999999999944e+00
1.248380000000000045e+00;1.249880000000000102e+00;1.246930000000000094e+00;1.247279999999999944e+00;1.246340000000000003e+00
1.247290000000000010e+00;1.247679999999999900e+00;1.245370000000000088e+00;1.246340000000000003e+00;1.247879999999999878e+00
1.246329999999999938e+00;1.249349999999999961e+00;1.245819999999999927e+00;1.247879999999999878e+00;1.246469999999999967e+00
1.247870000000000035e+00;1.249740000000000073e+00;1.242990000000000039e+00;1.246469999999999967e+00;1.245330000000000048e+00
1.246459999999999901e+00;1.249169999999999892e+00;1.244720000000000049e+00;1.245330000000000048e+00;1.242520000000000069e+00
1.245319999999999983e+00;1.248639999999999972e+00;1.241870000000000029e+00;1.242520000000000069e+00;1.242790000000000061e+00
1.242529999999999912e+00;1.244019999999999904e+00;1.242259999999999920e+00;1.242790000000000061e+00;1.244099999999999984e+00
1.242809999999999970e+00;1.245090000000000030e+00;1.242590000000000083e+00;1.244099999999999984e+00;1.244080000000000075e+00
1.244120000000000115e+00;1.245079999999999965e+00;1.243260000000000032e+00;1.244080000000000075e+00;1.246569999999999956e+00
1.244070000000000009e+00;1.247530000000000028e+00;1.243279999999999941e+00;1.246569999999999956e+00;1.246809999999999974e+00
1.246560000000000112e+00;1.247630000000000017e+00;1.245070000000000121e+00;1.246809999999999974e+00;1.247549999999999937e+00
1.246820000000000039e+00;1.249049999999999994e+00;1.245500000000000052e+00;1.247549999999999937e+00;1.247470000000000079e+00
1.247549999999999937e+00;1.249169999999999892e+00;1.247309999999999919e+00;1.247470000000000079e+00;1.245230000000000059e+00
1.247440000000000104e+00;1.247589999999999977e+00;1.245060000000000056e+00;1.245230000000000059e+00;1.244150000000000089e+00
1.245219999999999994e+00;1.245749999999999913e+00;1.242569999999999952e+00;1.244150000000000089e+00;1.246189999999999909e+00
1.244150000000000089e+00;1.247049999999999992e+00;1.243149999999999977e+00;1.246189999999999909e+00;1.241460000000000008e+00
1.246170000000000000e+00;1.246189999999999909e+00;1.239880000000000093e+00;1.241460000000000008e+00;1.252639999999999976e+00
1.241460000000000008e+00;1.254170000000000007e+00;1.241410000000000124e+00;1.252639999999999976e+00;1.252149999999999874e+00
1.252620000000000067e+00;1.254620000000000068e+00;1.251800000000000024e+00;1.252149999999999874e+00;1.256799999999999917e+00
1.252040000000000042e+00;1.257709999999999884e+00;1.251339999999999897e+00;1.256799999999999917e+00;1.253759999999999986e+00
1.256799999999999917e+00;1.257190000000000030e+00;1.253689999999999971e+00;1.253759999999999986e+00;1.249500000000000055e+00
1.253770000000000051e+00;1.254000000000000004e+00;1.248189999999999911e+00;1.249500000000000055e+00;1.245900000000000007e+00
1.249530000000000030e+00;1.250699999999999923e+00;1.245719999999999938e+00;1.245900000000000007e+00;1.245309999999999917e+00
1.245910000000000073e+00;1.246380000000000043e+00;1.244490000000000096e+00;1.245309999999999917e+00;1.244909999999999961e+00
1.245319999999999983e+00;1.245970000000000022e+00;1.244399999999999951e+00;1.244909999999999961e+00;1.247470000000000079e+00
1.244920000000000027e+00;1.247619999999999951e+00;1.244320000000000093e+00;1.247470000000000079e+00;1.247060000000000057e+00
1.247440000000000104e+00;1.247579999999999911e+00;1.246760000000000090e+00;1.247060000000000057e+00;1.250979999999999981e+00
1.247060000000000057e+00;1.253810000000000091e+00;1.246879999999999988e+00;1.250979999999999981e+00;1.251079999999999970e+00
1.250890000000000057e+00;1.253419999999999979e+00;1.250319999999999876e+00;1.251079999999999970e+00;1.253659999999999997e+00
1.251090000000000035e+00;1.254490000000000105e+00;1.250099999999999989e+00;1.253659999999999997e+00;1.253109999999999946e+00
1.253639999999999866e+00;1.253840000000000066e+00;1.252950000000000008e+00;1.253109999999999946e+00;1.252129999999999965e+00
1.253090000000000037e+00;1.253540000000000099e+00;1.251449999999999951e+00;1.252129999999999965e+00;1.252229999999999954e+00
1.252120000000000122e+00;1.253039999999999932e+00;1.251160000000000050e+00;1.252229999999999954e+00;1.254249999999999865e+00
1.252229999999999954e+00;1.254720000000000057e+00;1.251330000000000053e+00;1.254249999999999865e+00;1.254199999999999982e+00
1.254229999999999956e+00;1.257039999999999935e+00;1.252879999999999994e+00;1.254199999999999982e+00;1.256310000000000038e+00
1.254199999999999982e+00;1.256480000000000041e+00;1.252390000000000114e+00;1.256310000000000038e+00;1.254459999999999908e+00
1.256289999999999907e+00;1.259910000000000085e+00;1.252369999999999983e+00;1.254459999999999908e+00;1.254290000000000127e+00
1.254459999999999908e+00;1.254830000000000112e+00;1.252930000000000099e+00;1.254290000000000127e+00;1.254020000000000135e+00
1.254280000000000062e+00;1.254879999999999995e+00;1.253659999999999997e+00;1.254020000000000135e+00;1.252759999999999874e+00
1.254040000000000044e+00;1.257460000000000022e+00;1.250399999999999956e+00;1.252759999999999874e+00;1.255109999999999948e+00
1.252759999999999874e+00;1.256850000000000023e+00;1.250879999999999992e+00;1.255109999999999948e+00;1.254929999999999879e+00
1.255500000000000060e+00;1.255749999999999922e+00;1.251809999999999867e+00;1.254929999999999879e+00;1.254129999999999967e+00
1.254939999999999944e+00;1.255349999999999966e+00;1.253810000000000091e+00;1.254129999999999967e+00;1.255630000000000024e+00
1.254119999999999902e+00;1.256750000000000034e+00;1.253400000000000070e+00;1.255630000000000024e+00;1.254249999999999865e+00
1.255630000000000024e+00;1.256590000000000096e+00;1.253919999999999924e+00;1.254249999999999865e+00;1.243079999999999963e+00
1.254269999999999996e+00;1.255260000000000042e+00;1.242290000000000116e+00;1.243079999999999963e+00;1.242359999999999909e+00
1.243069999999999897e+00;1.243850000000000122e+00;1.240469999999999962e+00;1.242359999999999909e+00;1.238229999999999942e+00
1.242350000000000065e+00;1.243290000000000006e+00;1.237470000000000070e+00;1.238229999999999942e+00;1.238920000000000021e+00
1.238240000000000007e+00;1.239510000000000112e+00;1.238229999999999942e+00;1.238920000000000021e+00;1.238550000000000040e+00
1.236229999999999940e+00;1.238820000000000032e+00;1.236229999999999940e+00;1.238550000000000040e+00;1.239640000000000075e+00
1.238550000000000040e+00;1.239910000000000068e+00;1.238210000000000033e+00;1.239640000000000075e+00;1.240210000000000035e+00
1.239640000000000075e+00;1.241360000000000019e+00;1.237279999999999935e+00;1.240210000000000035e+00;1.241719999999999935e+00
1.240199999999999969e+00;1.242220000000000102e+00;1.239190000000000014e+00;1.241719999999999935e+00;1.242699999999999916e+00
1.241710000000000091e+00;1.244439999999999991e+00;1.240960000000000063e+00;1.242699999999999916e+00;1.244099999999999984e+00
1.242709999999999981e+00;1.244280000000000053e+00;1.242599999999999927e+00;1.244099999999999984e+00;1.243330000000000046e+00
1.244070000000000009e+00;1.244129999999999958e+00;1.242459999999999898e+00;1.243330000000000046e+00;1.242630000000000123e+00
1.243309999999999915e+00;1.243309999999999915e+00;1.241770000000000040e+00;1.242630000000000123e+00;1.243379999999999930e+00
1.242609999999999992e+00;1.244340000000000002e+00;1.241530000000000022e+00;1.243379999999999930e+00;1.241139999999999910e+00
1.243360000000000021e+00;1.244129999999999958e+00;1.240150000000000086e+00;1.241139999999999910e+00;1.245870000000000033e+00
1.241139999999999910e+00;1.248650000000000038e+00;1.241070000000000118e+00;1.245870000000000033e+00;1.247360000000000024e+00
1.245880000000000098e+00;1.248310000000000031e+00;1.245870000000000033e+00;1.247360000000000024e+00;1.247139999999999915e+00
